"","state","gp","gp_vs_rank","mi","mi_rank","util_diff","rank_diff"
"2313","1311231",0.788115322376426,389,0.801930332862843,407,-0.0138150104864163,-18
"2314","2311231",0.724892149868237,1180,0.745555848222019,1198,-0.0206636983537819,-18
"2315","3311231",0.681777941054734,2174,0.71676201502224,1893,-0.0349840739675059,281
"2316","4311231",0.640303610354194,3554,0.67435163990043,3336,-0.0340480295462355,218
"2317","1411231",0.74917882439143,797,0.761300828894737,916,-0.0121220045033065,-119
"2318","2411231",0.685955651883241,2057,0.704926344253914,2252,-0.0189706923706722,-195
"2319","3411231",0.642841443069738,3450,0.676132511054134,3285,-0.0332910679843962,165
"2320","4411231",0.601367112369198,5170,0.633722135932324,5235,-0.0323550235631258,-65
"2321","1121231",0.802073299379779,297,0.82371586748444,250,-0.0216425681046614,47
"2322","2121231",0.73885012687159,938,0.767341382843617,815,-0.028491255972027,123
"2323","3121231",0.695735918058086,1803,0.738547549643837,1342,-0.042811631585751,461
"2324","4121231",0.654261587357546,3021,0.696137174522027,2532,-0.0418755871644806,489
"2325","1221231",0.748115521786783,812,0.768411588538734,792,-0.0202960667519513,20
"2326","2221231",0.684892349278594,2079,0.71203710389791,2009,-0.0271447546193169,70
"2327","3221231",0.64177814046509,3494,0.683243270698131,2999,-0.0414651302330409,495
"2328","4221231",0.60030380976455,5214,0.640832895576321,4878,-0.0405290858117705,336
"2329","1321231",0.720136051510006,1271,0.741361021205436,1283,-0.0212249696954295,-12
"2330","2321231",0.656912879001817,2922,0.684986536564613,2929,-0.0280736575627951,-7
"2331","3321231",0.613798670188314,4624,0.656192703364833,4138,-0.0423940331765191,486
"2332","4321231",0.572324339487774,6571,0.613782328243023,6283,-0.0414579887552488,288
"2333","1421231",0.68119955352501,2193,0.70073151723733,2382,-0.0195319637123197,-189
"2334","2421231",0.617976381016822,4425,0.644357032596507,4683,-0.0263806515796854,-258
"2335","3421231",0.574862172203318,6446,0.615563199396727,6187,-0.0407010271934094,259
"2336","4421231",0.533387841502778,8545,0.573152824274917,8590,-0.039764982772139,-45
"2337","1131231",0.758740777214679,681,0.785250775036411,578,-0.0265099978217321,103
"2338","2131231",0.69551760470649,1809,0.728876290395588,1567,-0.0333586856890977,242
"2339","3131231",0.652403395892987,3107,0.700082457195808,2403,-0.0476790613028217,704
"2340","4131231",0.610929065192447,4756,0.657672082073998,4070,-0.0467430168815514,686
"2341","1231231",0.704782999621683,1595,0.729946496090705,1533,-0.025163496469022,62
"2342","2231231",0.641559827113494,3506,0.673572011449882,3372,-0.0320121843363876,134
"2343","3231231",0.59844561829999,5303,0.644778178250102,4664,-0.0463325599501117,639
"2344","4231231",0.556971287599451,7345,0.602367803128292,6910,-0.0453965155288413,435
"2345","1331231",0.676803529344907,2319,0.702895928757407,2321,-0.0260923994125003,-2
"2346","2331231",0.613580356836718,4633,0.646521444116584,4584,-0.0329410872798659,49
"2347","3331231",0.570466148023214,6665,0.617727610916804,6063,-0.0472614628935899,602
"2348","4331231",0.528991817322674,8791,0.575317235794994,8470,-0.0463254184723195,321
"2349","1431231",0.637867031359911,3639,0.662266424789301,3869,-0.0243993934293905,-230
"2350","2431231",0.574643858851722,6451,0.605891940148478,6708,-0.0312480812967562,-257
"2351","3431231",0.531529650038218,8647,0.577098106948699,8366,-0.0455684569104802,281
"2352","4431231",0.490055319337678,10742,0.534687731826888,10753,-0.0446324124892098,-11
"2353","1141231",0.70970721275985,1481,0.744852280909327,1215,-0.0351450681494776,266
"2354","2141231",0.646484040251661,3320,0.688477796268504,2794,-0.0419937560168432,526
"2355","3141231",0.603369831438157,5075,0.659683963068724,3985,-0.0563141316305672,1090
"2356","4141231",0.561895500737617,7069,0.617273587946914,6090,-0.0553780872092968,979
"2357","1241231",0.655749435166853,2954,0.689548001963621,2757,-0.0337985667967675,197
"2358","2241231",0.592526262658664,5570,0.633173517322798,5260,-0.0406472546641331,310
"2359","3241231",0.549412053845161,7728,0.604379684123018,6813,-0.0549676302778571,915
"2360","4241231",0.507937723144621,9860,0.561969309001208,9217,-0.0540315858565867,643
"2361","1341231",0.627769964890077,4005,0.662497434630323,3857,-0.0347274697402458,148
"2362","2341231",0.564546792381888,6947,0.6061229499895,6694,-0.0415761576076114,253
"2363","3341231",0.521432583568385,9175,0.57732911678972,8359,-0.0558965332213354,816
"2364","4341231",0.479958252867845,11220,0.53491874166791,10741,-0.054960488800065,479
"2365","1441231",0.588833466905081,5738,0.621867930662217,5835,-0.0330344637571359,-97
"2366","2441231",0.525610294396892,8973,0.565493446021394,9016,-0.0398831516245016,-43
"2367","3441231",0.482496085583389,11119,0.536699612821614,10652,-0.0542035272382256,467
"2368","4441231",0.441021754882849,12904,0.494289237699804,12747,-0.0532674828169553,157
"2369","1112231",0.83696765848451,135,0.845966197613195,141,-0.00899853912868498,-6
"2370","2112231",0.773744485976321,511,0.789591712972371,523,-0.0158472269960506,-12
"2371","3112231",0.730630277162817,1085,0.760797879772592,924,-0.0301676026097746,161
"2372","4112231",0.689155946462277,1963,0.718387504650782,1848,-0.0292315581885042,115
"2373","1212231",0.783009880891514,424,0.790661918667488,508,-0.0076520377759749,-84
"2374","2212231",0.719786708383325,1275,0.734287434026665,1432,-0.0145007256433405,-157
"2375","3212231",0.676672499569821,2325,0.705493600826886,2235,-0.0288211012570645,90
"2376","4212231",0.635198168869281,3738,0.663083225705075,3834,-0.0278850568357941,-96
"2377","1312231",0.755030410614737,719,0.76361135133419,881,-0.00858094071945315,-162
"2378","2312231",0.691807238106549,1911,0.707236866693367,2176,-0.0154296285868187,-265
"2379","3312231",0.648693029293045,3236,0.678443033493588,3189,-0.0297500042005427,47
"2380","4312231",0.607218698592505,4922,0.636032658371777,5121,-0.0288139597792724,-199
"2381","1412231",0.716093912629741,1347,0.722981847366085,1725,-0.0068879347363433,-378
"2382","2412231",0.652870740121553,3082,0.666607362725262,3662,-0.013736622603709,-580
"2383","3412231",0.609756531308049,4809,0.637813529525482,5048,-0.028056998217433,-239
"2384","4412231",0.568282200607509,6786,0.595403154403672,7323,-0.0271209537961626,-537
"2385","1122231",0.76898838761809,566,0.785396885955788,575,-0.0164084983376982,-9
"2386","2122231",0.705765215109901,1571,0.729022401314965,1558,-0.0232571862050638,13
"2387","3122231",0.662651006296397,2742,0.700228568115185,2399,-0.0375775618187878,343
"2388","4122231",0.621176675595857,4284,0.657818192993375,4062,-0.0366415173975174,222
"2389","1222231",0.715030610025094,1366,0.730092607010082,1526,-0.0150619969849881,-160
"2390","2222231",0.651807437516905,3124,0.673718122369258,3362,-0.0219106848523537,-238
"2391","3222231",0.608693228703401,4866,0.644924289169479,4657,-0.0362310604660777,209
"2392","4222231",0.567218898002861,6836,0.602513914047669,6899,-0.0352950160448073,-63
"2393","1322231",0.687051139748317,2023,0.703042039676784,2313,-0.0159908999284664,-290
"2394","2322231",0.623827967240129,4184,0.64666755503596,4576,-0.022839587795832,-392
"2395","3322231",0.580713758426625,6163,0.617873721836181,6054,-0.037159963409556,109
"2396","4322231",0.539239427726085,8264,0.575463346714371,8461,-0.0362239189882856,-197
"2397","1422231",0.648114641763321,3265,0.662412535708678,3862,-0.0142978939453565,-597
"2398","2422231",0.584891469255133,5955,0.606038051067855,6698,-0.0211465818127222,-743
"2399","3422231",0.541777260441629,8134,0.577244217868075,8362,-0.0354669574264462,-228
"2400","4422231",0.500302929741089,10249,0.534833842746265,10746,-0.0345309130051759,-497
"2401","1132231",0.72565586545299,1169,0.746931793507759,1174,-0.021275928054769,-5
"2402","2132231",0.662432692944801,2749,0.690557308866936,2728,-0.0281246159221346,21
"2403","3132231",0.619318484131298,4373,0.661763475667156,3898,-0.0424449915358586,475
"2404","4132231",0.577844153430758,6304,0.619353100545346,5976,-0.0415089471145882,328
"2405","1232231",0.671698087859994,2455,0.691627514562053,2688,-0.0199294267020589,-233
"2406","2232231",0.608474915351805,4873,0.63525302992123,5169,-0.0267781145694245,-296
"2407","3232231",0.565360706538302,6920,0.60645919672145,6677,-0.0410984901831485,243
"2408","4232231",0.523886375837762,9052,0.56404882159964,9102,-0.0401624457618781,-50
"2409","1332231",0.643718617583218,3403,0.664576947228755,3772,-0.0208583296455371,-369
"2410","2332231",0.580495445075029,6174,0.608202462587932,6598,-0.0277070175129027,-424
"2411","3332231",0.537381236261525,8351,0.579408629388152,8231,-0.0420273931266267,120
"2412","4332231",0.495906905560985,10454,0.536998254266342,10636,-0.0410913487053564,-182
"2413","1432231",0.604782119598222,5014,0.623947443260649,5726,-0.0191653236624273,-712
"2414","2432231",0.541558947090033,8143,0.567572958619826,8910,-0.026014011529793,-767
"2415","3432231",0.498444738276529,10337,0.538779125420046,10533,-0.040334387143517,-196
"2416","4432231",0.45697040757599,12263,0.496368750298236,12653,-0.0393983427222466,-390
"2417","1142231",0.676622300998161,2327,0.706533299380675,2205,-0.0299109983825144,122
"2418","2142231",0.613399128489972,4644,0.650158814739852,4415,-0.03675968624988,229
"2419","3142231",0.570284919676468,6677,0.621364981540072,5867,-0.051080061863604,810
"2420","4142231",0.528810588975928,8798,0.578954606418262,8262,-0.0501440174423337,536
"2421","1242231",0.622664523405164,4230,0.651229020434969,4358,-0.0285644970298043,-128
"2422","2242231",0.559441350896976,7196,0.594854535794145,7351,-0.0354131848971699,-155
"2423","3242231",0.516327142083472,9451,0.566060702594366,8987,-0.049733560510894,464
"2424","4242231",0.474852811382932,11481,0.523650327472556,11313,-0.0487975160896236,168
"2425","1342231",0.594685053128388,5484,0.624178453101671,5712,-0.0294933999732826,-228
"2426","2342231",0.531461880620199,8652,0.567803968460848,8899,-0.0363420878406482,-247
"2427","3342231",0.488347671806696,10837,0.539010135261068,10522,-0.0506624634543722,315
"2428","4342231",0.446873341106156,12686,0.496599760139258,12639,-0.0497264190331018,47
"2429","1442231",0.555748555143392,7412,0.583548949133565,7975,-0.0278003939901728,-563
"2430","2442231",0.492525382635203,10619,0.527174464492742,11135,-0.0346490818575385,-516
"2431","3442231",0.4494111738217,12577,0.498380631292962,12569,-0.0489694574712625,8
"2432","4442231",0.40793684312116,14069,0.455970256171152,14213,-0.0480334130499921,-144
"2433","1113231",0.798084482912024,325,0.820469607223956,268,-0.0223851243119316,57
"2434","2113231",0.734861310403835,1010,0.764095122583132,870,-0.0292338121792972,140
"2435","3113231",0.691747101590332,1914,0.735301289383353,1415,-0.0435541877930212,499
"2436","4113231",0.650272770889792,3182,0.692890914261543,2647,-0.0426181433717507,535
"2437","1213231",0.744126705319028,863,0.76516532827825,853,-0.0210386229592214,10
"2438","2213231",0.680903532810839,2199,0.708790843637426,2122,-0.027887310826587,77
"2439","3213231",0.637789323997336,3644,0.679997010437647,3138,-0.042207686440311,506
"2440","4213231",0.596314993296796,5407,0.637586635315836,5058,-0.0412716420190408,349
"2441","1313231",0.716147235042252,1344,0.738114760944952,1349,-0.0219675259026997,-5
"2442","2313231",0.652924062534063,3079,0.681740276304128,3065,-0.0288162137700653,14
"2443","3313231",0.60980985372056,4805,0.652946443104349,4283,-0.0431365893837893,522
"2444","4313231",0.56833552302002,6781,0.610536067982538,6455,-0.042200544962519,326
"2445","1413231",0.677210737057256,2311,0.697485256976846,2486,-0.0202745199195898,-175
"2446","2413231",0.613987564549067,4613,0.641110772336023,4869,-0.0271232077869555,-256
"2447","3413231",0.570873355735564,6641,0.612316939136243,6370,-0.0414435834006796,271
"2448","4413231",0.529399025035023,8768,0.569906564014433,8781,-0.0405075389794093,-13
"2449","1123231",0.730105212045604,1092,0.759900295566549,936,-0.0297950835209448,156
"2450","2123231",0.666882039537415,2599,0.703525810925726,2296,-0.0366437713883104,303
"2451","3123231",0.623767830723912,4188,0.674731977725946,3328,-0.0509641470020344,860
"2452","4123231",0.582293500023372,6079,0.632321602604136,5299,-0.050028102580764,780
"2453","1223231",0.676147434452608,2336,0.704596016620843,2257,-0.0284485821682346,79
"2454","2223231",0.612924261944419,4661,0.648221531980019,4490,-0.0352972700356002,171
"2455","3223231",0.569810053130916,6701,0.61942769878024,5971,-0.0496176456493242,730
"2456","4223231",0.528335722430376,8823,0.57701732365843,8372,-0.048681601228054,451
"2457","1323231",0.648167964175832,3261,0.677545449287545,3224,-0.0293774851117129,37
"2458","2323231",0.584944791667643,5952,0.621170964646722,5878,-0.0362261729790785,74
"2459","3323231",0.54183058285414,8130,0.592377131446942,7483,-0.0505465485928025,647
"2460","4323231",0.500356252153599,10244,0.549966756325132,9895,-0.0496105041715322,349
"2461","1423231",0.609231466190836,4840,0.636915945319439,5079,-0.0276844791286031,-239
"2462","2423231",0.546008293682647,7904,0.580541460678616,8158,-0.0345331669959688,-254
"2463","3423231",0.502894084869144,10121,0.551747627478836,9808,-0.0488535426096928,313
"2464","4423231",0.461419754168603,12072,0.509337252357026,12049,-0.0479174981884225,23
"2465","1133231",0.686772689880505,2029,0.72143520311852,1772,-0.0346625132380155,257
"2466","2133231",0.623549517372316,4201,0.665060718477697,3748,-0.0415112011053811,453
"2467","3133231",0.580435308558812,6179,0.636266885277917,5109,-0.0558315767191051,1070
"2468","4133231",0.538960977858272,8280,0.593856510156107,7414,-0.0548955322978348,866
"2469","1233231",0.632814912287508,3815,0.666130924172814,3687,-0.0333160118853055,128
"2470","2233231",0.569591739779319,6715,0.60975643953199,6506,-0.0401646997526711,209
"2471","3233231",0.526477530965816,8934,0.580962606332211,8135,-0.0544850753663951,799
"2472","4233231",0.485003200265276,10997,0.538552231210401,10546,-0.0535490309451246,451
"2473","1333231",0.604835442010732,5011,0.639080356839516,4981,-0.0342449148287838,30
"2474","2333231",0.541612269502543,8139,0.582705872198693,8039,-0.0410936026961494,100
"2475","3333231",0.49849806068904,10333,0.553912038998913,9690,-0.0554139783098734,643
"2476","4333231",0.4570237299885,12260,0.511501663877103,11960,-0.0544779338886029,300
"2477","1433231",0.565898944025736,6891,0.59845085287141,7146,-0.0325519088456739,-255
"2478","2433231",0.502675771517547,10129,0.542076368230587,10350,-0.0394005967130396,-221
"2479","3433231",0.459561562704044,12158,0.513282535030807,11866,-0.0537209723267636,292
"2480","4433231",0.418087232003504,13749,0.470872159908997,13728,-0.0527849279054932,21
"2481","1143231",0.637739125425675,3647,0.681036708991436,3092,-0.0432975835657611,555
"2482","2143231",0.574515952917486,6458,0.624662224350613,5685,-0.0501462714331267,773
"2483","3143231",0.531401744103983,8660,0.595868391150833,7302,-0.0644666470468507,1358
"2484","4143231",0.489927413403443,10749,0.553458016029023,9717,-0.0635306026255802,1032
"2485","1243231",0.583781347832679,6006,0.62573243004573,5627,-0.0419510822130509,379
"2486","2243231",0.52055817532449,9207,0.569357945404906,8810,-0.0487997700804165,397
"2487","3243231",0.477443966510987,11349,0.540564112205127,10450,-0.0631201456941405,899
"2488","4243231",0.435969635810446,13101,0.498153737083317,12576,-0.0621841012728702,525
"2489","1343231",0.555801877555903,7409,0.598681862712432,7132,-0.0428799851565291,277
"2490","2343231",0.492578705047714,10615,0.542307378071609,10333,-0.0497286730238947,282
"2491","3343231",0.44946449623421,12573,0.513513544871829,11857,-0.0640490486376187,716
"2492","4343231",0.40799016553367,14065,0.471103169750019,13719,-0.0631130042163485,346
"2493","1443231",0.516865379570907,9415,0.558052358744326,9442,-0.0411869791734193,-27
"2494","2443231",0.453642207062718,12401,0.501677874103503,12415,-0.048035667040785,-14
"2495","3443231",0.410527998249214,13979,0.472884040903723,13653,-0.062356042654509,326
"2496","4443231",0.369053667548674,15071,0.430473665781913,14967,-0.0614199982332386,104
"2497","1114231",0.745877410941454,842,0.7758189938503,682,-0.0299415829088455,160
"2498","2114231",0.682654238433265,2145,0.719444509209477,1818,-0.0367902707762111,327
"2499","3114231",0.639540029619762,3580,0.690650676009697,2720,-0.0511106463899351,860
"2500","4114231",0.598065698919222,5318,0.648240300887887,4487,-0.0501746019686647,831
"2501","1214231",0.691919633348458,1905,0.720514714904594,1794,-0.0285950815561354,111
"2502","2214231",0.628696460840269,3976,0.66414023026377,3791,-0.035443769423501,185
"2503","3214231",0.585582252026766,5912,0.635346397063991,5157,-0.049764145037225,755
"2504","4214231",0.544107921326226,8014,0.59293602194218,7455,-0.0488281006159547,559
"2505","1314231",0.663940163071682,2698,0.693464147571296,2624,-0.0295239844996137,74
"2506","2314231",0.600716990563493,5193,0.637089662930472,5072,-0.0363726723669793,121
"2507","3314231",0.55760278174999,7293,0.608295829730693,6590,-0.0506930479807033,703
"2508","4314231",0.51612845104945,9460,0.565885454608883,8992,-0.0497570035594329,468
"2509","1414231",0.625003665086686,4129,0.65283464360319,4287,-0.0278309785165038,-158
"2510","2414231",0.561780492578497,7072,0.596460158962367,7266,-0.0346796663838695,-194
"2511","3414231",0.518666283764994,9298,0.567666325762587,8902,-0.0490000419975936,396
"2512","4414231",0.477191953064454,11365,0.525255950640777,11232,-0.0480639975763232,133
"2513","1124231",0.677898140075034,2290,0.715249682192893,1926,-0.0373515421178587,364
"2514","2124231",0.614674967566845,4566,0.65887519755207,4018,-0.0442002299852243,548
"2515","3124231",0.571560758753342,6604,0.63008136435229,5406,-0.0585206055989483,1198
"2516","4124231",0.530086428052802,8729,0.58767098923048,7727,-0.057584561177678,1002
"2517","1224231",0.623940362482038,4180,0.659945403247187,3972,-0.0360050407651487,208
"2518","2224231",0.560717189973849,7133,0.603570918606364,6846,-0.0428537286325142,287
"2519","3224231",0.517602981160346,9372,0.574777085406584,8505,-0.0571741042462383,867
"2520","4224231",0.476128650459806,11416,0.532366710284774,10874,-0.0562380598249679,542
"2521","1324231",0.595960892205262,5425,0.632894835913889,5272,-0.0369339437086269,153
"2522","2324231",0.532737719697073,8584,0.576520351273066,8398,-0.0437826315759925,186
"2523","3324231",0.48962351088357,10761,0.547726518073286,10023,-0.0581030071897165,738
"2524","4324231",0.44814918018303,12630,0.505316142951476,12233,-0.0571669627684461,397
"2525","1424231",0.557024394220266,7342,0.592265331945783,7487,-0.0352409377255171,-145
"2526","2424231",0.493801221712077,10554,0.53589084730496,10693,-0.0420896255928828,-139
"2527","3424231",0.450687012898574,12515,0.50709701410518,12160,-0.0564100012066068,355
"2528","4424231",0.409212682198034,14024,0.46468663898337,13928,-0.0554739567853364,96
"2529","1134231",0.634565617909935,3758,0.676784589744864,3263,-0.0422189718349295,495
"2530","2134231",0.571342445401746,6620,0.620410105104041,5923,-0.0490676597022951,697
"2531","3134231",0.528228236588242,8832,0.591616271904261,7521,-0.0633880353160191,1311
"2532","4134231",0.486753905887702,10917,0.549205896782451,9940,-0.0624519908947487,977
"2533","1234231",0.580607840316939,6169,0.621480310799158,5859,-0.0408724704822194,310
"2534","2234231",0.51738466780875,9390,0.565105826158335,9034,-0.047721158349585,356
"2535","3234231",0.474270458995246,11510,0.536311992958555,10668,-0.062041533963309,842
"2536","4234231",0.432796128294706,13238,0.493901617836745,12759,-0.0611054895420386,479
"2537","1334231",0.552628370040162,7557,0.59442974346586,7374,-0.0418013734256977,183
"2538","2334231",0.489405197531974,10776,0.538055258825037,10572,-0.0486500612930633,204
"2539","3334231",0.44629098871847,12702,0.509261425625257,12051,-0.0629704369067873,651
"2540","4334231",0.40481665801793,14170,0.466851050503447,13852,-0.0620343924855169,318
"2541","1434231",0.513691872055166,9582,0.553800239497754,9697,-0.0401083674425878,-115
"2542","2434231",0.450468699546978,12524,0.497425754856931,12604,-0.0469570553099535,-80
"2543","3434231",0.407354490733474,14086,0.468631921657152,13803,-0.0612774309236775,283
"2544","4434231",0.365880160032934,15150,0.426221546535341,15053,-0.0603413865024072,97
"2545","1144231",0.585532053455105,5920,0.63638609561778,5104,-0.050854042162675,816
"2546","2144231",0.522308880946916,9132,0.580011610976957,8195,-0.0577027300300406,937
"2547","3144231",0.479194672133413,11263,0.551217777777177,9834,-0.0720231056437646,1429
"2548","4144231",0.437720341432873,13029,0.508807402655367,12073,-0.0710870612224942,956
"2549","1244231",0.531574275862109,8644,0.581081816672074,8126,-0.0495075408099649,518
"2550","2244231",0.46835110335392,11764,0.524707332031251,11264,-0.0563562286773305,500
"2551","3244231",0.425236894540417,13500,0.495913498831471,12674,-0.0706766042910545,826
"2552","4244231",0.383762563839877,14738,0.453503123709661,14300,-0.0697405598697841,438
"2553","1344231",0.503594805585333,10086,0.554031249338776,9679,-0.0504364437534431,407
"2554","2344231",0.440371633077144,12929,0.497656764697953,12594,-0.0572851316208087,335
"2555","3344231",0.39725742426364,14374,0.468862931498173,13796,-0.0716055072345327,578
"2556","4344231",0.355783093563101,15334,0.426452556376363,15047,-0.0706694628132624,287
"2557","1444231",0.464658307600337,11924,0.51340174537067,11861,-0.0487434377703333,63
"2558","2444231",0.401435135092148,14265,0.457027260729847,14180,-0.055592125637699,85
"2559","3444231",0.358320926278645,15285,0.428233427530068,15020,-0.069912501251423,265
"2560","4444231",0.316846595578105,15878,0.385823052408257,15783,-0.0689764568301526,95
"2561","1111331",0.847598591240891,103,0.866235189214172,81,-0.0186365979732815,22
"2562","2111331",0.784375418732702,415,0.809860704573349,337,-0.0254852858406471,78
"2563","3111331",0.741261209919198,907,0.78106687137357,626,-0.0398056614543711,281
"2564","4111331",0.699786879218658,1700,0.738656496251759,1340,-0.0388696170331009,360
"2565","1211331",0.793640813647894,353,0.810930910268466,330,-0.0172900966205716,23
"2566","2211331",0.730417641139706,1089,0.754556425627643,1016,-0.0241387844879372,73
"2567","3211331",0.687303432326202,2018,0.725762592427863,1651,-0.0384591601016612,367
"2568","4211331",0.645829101625662,3337,0.683352217306053,2993,-0.0375231156803907,344
"2569","1311331",0.765661343371118,601,0.783880342935168,590,-0.0182189995640498,11
"2570","2311331",0.702438170862929,1649,0.727505858294345,1598,-0.0250676874314154,51
"2571","3311331",0.659323962049426,2840,0.698712025094565,2453,-0.0393880630451394,387
"2572","4311331",0.617849631348886,4431,0.656301649972755,4134,-0.0384520186238689,297
"2573","1411331",0.726724845386122,1147,0.743250838967062,1245,-0.01652599358094,-98
"2574","2411331",0.663501672877933,2719,0.686876354326239,2858,-0.0233746814483057,-139
"2575","3411331",0.62038746406443,4323,0.65808252112646,4049,-0.0376950570620297,274
"2576","4411331",0.57891313336389,6264,0.615672146004649,6182,-0.0367590126407592,82
"2577","1121331",0.779619320374471,456,0.805665877556765,377,-0.0260465571822948,79
"2578","2121331",0.716396147866282,1338,0.749291392915942,1121,-0.0328952450496603,217
"2579","3121331",0.673281939052778,2412,0.720497559716163,1797,-0.0472156206633844,615
"2580","4121331",0.631807608352238,3852,0.678087184594352,3205,-0.0462795762421141,647
"2581","1221331",0.725661542781474,1167,0.750361598611059,1096,-0.0247000558295848,71
"2582","2221331",0.662438370273286,2747,0.693987113970236,2610,-0.0315487436969504,137
"2583","3221331",0.619324161459782,4372,0.665193280770456,3738,-0.0458691193106744,634
"2584","4221331",0.577849830759242,6303,0.622782905648646,5795,-0.0449330748894039,508
"2585","1321331",0.697682072504698,1748,0.723311031277761,1719,-0.025628958773063,29
"2586","2321331",0.634458899996509,3763,0.666936546636938,3652,-0.0324776466404286,111
"2587","3321331",0.591344691183006,5616,0.638142713437159,5036,-0.0467980222541526,580
"2588","4321331",0.549870360482466,7706,0.595732338315348,7310,-0.0458619778328822,396
"2589","1421331",0.658745574519702,2858,0.682681527309655,3019,-0.0239359527899532,-161
"2590","2421331",0.595522402011513,5445,0.626307042668832,5602,-0.0307846406573189,-157
"2591","3421331",0.55240819319801,7574,0.597513209469053,7213,-0.0451050162710429,361
"2592","4421331",0.51093386249747,9724,0.555102834347243,9622,-0.0441689718497724,102
"2593","1131331",0.736286798209371,990,0.767200785108737,819,-0.0309139868993656,171
"2594","2131331",0.673063625701182,2415,0.710826300467913,2059,-0.0377626747667312,356
"2595","3131331",0.629949416887679,3917,0.682032467268134,3050,-0.0520830503804552,867
"2596","4131331",0.588475086187139,5760,0.639622092146323,4943,-0.0511470059591848,817
"2597","1231331",0.682329020616375,2160,0.71189650616303,2016,-0.0295674855466554,144
"2598","2231331",0.619105848108186,4382,0.655522021522207,4165,-0.036416173414021,217
"2599","3231331",0.575991639294683,6384,0.626728188322428,5581,-0.050736549027745,803
"2600","4231331",0.534517308594142,8488,0.584317813200617,7929,-0.0498005046064748,559
"2601","1331331",0.654349550339599,3018,0.684845938829732,2933,-0.0304963884901337,85
"2602","2331331",0.59112637783141,5626,0.628471454188909,5478,-0.0373450763574993,148
"2603","3331331",0.548012169017906,7792,0.59967762098913,7076,-0.0516654519712233,716
"2604","4331331",0.506537838317366,9925,0.557267245867319,9494,-0.050729407549953,431
"2605","1431331",0.615413052354603,4532,0.644216434861627,4687,-0.0288033825070239,-155
"2606","2431331",0.552189879846414,7590,0.587841950220803,7717,-0.0356520703743896,-127
"2607","3431331",0.50907567103291,9797,0.559048117021024,9394,-0.0499724459881136,403
"2608","4431331",0.46760134033237,11793,0.516637741899214,11683,-0.0490364015668433,110
"2609","1141331",0.687253233754542,2019,0.726802290981652,1619,-0.039549057227111,400
"2610","2141331",0.624030061246353,4178,0.670427806340829,3492,-0.0463977450944766,686
"2611","3141331",0.580915852432849,6153,0.64163397314105,4838,-0.0607181207082006,1315
"2612","4141331",0.539441521732309,8257,0.599223598019239,7102,-0.0597820762869303,1155
"2613","1241331",0.633295456161545,3799,0.671498012035946,3455,-0.038202555874401,344
"2614","2241331",0.570072283653356,6687,0.615123527395123,6207,-0.0450512437417666,480
"2615","3241331",0.526958074839853,8906,0.586329694195344,7817,-0.0593716193554906,1089
"2616","4241331",0.485483744139313,10977,0.543919319073533,10241,-0.0584355749342201,736
"2617","1341331",0.605315985884769,4995,0.644447444702648,4676,-0.0391314588178793,319
"2618","2341331",0.54209281337658,8119,0.588072960061825,7707,-0.0459801466852449,412
"2619","3341331",0.498978604563077,10321,0.559279126862046,9377,-0.0603005222989689,944
"2620","4341331",0.457504273862537,12241,0.516868751740235,11674,-0.0593644778776984,567
"2621","1441331",0.566379487899773,6867,0.603817940734543,6833,-0.0374384528347694,34
"2622","2441331",0.503156315391584,10113,0.547443456093719,10035,-0.0442871407021351,78
"2623","3441331",0.460042106578081,12142,0.51864962289394,11577,-0.0586075163158591,565
"2624","4441331",0.418567775877541,13738,0.47623924777213,13503,-0.0576714718945887,235
"2625","1112331",0.814513679479202,226,0.82791620768552,226,-0.0134025282063184,0
"2626","2112331",0.751290506971013,768,0.771541723044697,747,-0.020251216073684,21
"2627","3112331",0.708176298157509,1515,0.742747889844917,1255,-0.034571591687408,260
"2628","4112331",0.666701967456969,2606,0.700337514723107,2395,-0.0336355472661377,211
"2629","1212331",0.760555901886205,664,0.772611928739814,731,-0.0120560268536084,-67
"2630","2212331",0.697332729378017,1765,0.716237444098991,1904,-0.018904714720974,-139
"2631","3212331",0.654218520564513,3023,0.687443610899211,2835,-0.033225090334698,188
"2632","4212331",0.612744189863973,4671,0.645033235777401,4651,-0.0322890459134275,20
"2633","1312331",0.732576431609429,1050,0.745561361406516,1197,-0.0129849297970867,-147
"2634","2312331",0.66935325910124,2532,0.689186876765693,2768,-0.0198336176644522,-236
"2635","3312331",0.626239050287737,4067,0.660393043565913,3953,-0.0341539932781763,114
"2636","4312331",0.584764719587197,5964,0.617982668444103,6049,-0.0332179488569058,-85
"2637","1412331",0.693639933624433,1855,0.70493185743841,2251,-0.0112919238139768,-396
"2638","2412331",0.630416761116244,3899,0.648557372797587,4471,-0.0181406116813425,-572
"2639","3412331",0.587302552302741,5815,0.619763539597808,5954,-0.0324609872950665,-139
"2640","4412331",0.545828221602201,7918,0.577353164475997,8356,-0.031524942873796,-438
"2641","1122331",0.746534408612782,836,0.767346896028113,814,-0.0208124874153316,22
"2642","2122331",0.683311236104593,2129,0.71097241138729,2054,-0.0276611752826972,75
"2643","3122331",0.640197027291089,3559,0.682178578187511,3041,-0.0419815508964212,518
"2644","4122331",0.598722696590549,5289,0.6397682030657,4931,-0.0410455064751509,358
