"","state","gp","gp_vs_rank","mi","mi_rank","util_diff","rank_diff"
"142","2413111",0.743934994302868,868,0.756825593194176,980,-0.0128905988913074,-112
"143","3413111",0.700820785489365,1676,0.728031759994396,1587,-0.0272109745050314,89
"144","4413111",0.659346454788825,2837,0.685621384872586,2904,-0.0262749300837611,-67
"145","1123111",0.860052641799405,74,0.875615116424702,65,-0.0155624746252967,9
"146","2123111",0.796829469291217,332,0.819240631783879,277,-0.0224111624926623,55
"147","3123111",0.753715260477713,739,0.790446798584099,512,-0.0367315381063863,227
"148","4123111",0.712240929777173,1422,0.748036423462289,1148,-0.0357954936851158,274
"149","1223111",0.806094864206409,270,0.820310837478996,270,-0.0142159732725865,0
"150","2223111",0.74287169169822,883,0.763936352838173,873,-0.0210646611399521,10
"151","3223111",0.699757482884717,1701,0.735142519638393,1418,-0.0353850367536761,283
"152","4223111",0.658283152184177,2881,0.692732144516583,2652,-0.0344489923324058,229
"153","1323111",0.778115393929633,467,0.793260270145698,478,-0.0151448762160648,-11
"154","2323111",0.714892221421444,1369,0.736885785504875,1377,-0.0219935640834303,-8
"155","3323111",0.671778012607941,2451,0.708091952305095,2141,-0.0363139396971544,310
"156","4323111",0.630303681907401,3904,0.665681577183285,3711,-0.0353778952758841,193
"157","1423111",0.739178895944637,935,0.752630766177592,1048,-0.0134518702329549,-113
"158","2423111",0.675955723436448,2343,0.696256281536769,2528,-0.0203005581003206,-185
"159","3423111",0.632841514622945,3813,0.66746244833699,3632,-0.0346209337140446,181
"160","4423111",0.591367183922405,5615,0.625052073215179,5664,-0.0336848892927744,-49
"161","1133111",0.816720119634306,212,0.837150023976673,180,-0.0204299043423674,32
"162","2133111",0.753496947126117,742,0.78077553933585,631,-0.0272785922097329,111
"163","3133111",0.710382738312614,1464,0.75198170613607,1065,-0.041598967823457,399
"164","4133111",0.668908407612073,2545,0.70957133101426,2096,-0.0406629234021867,449
"165","1233111",0.76276234204131,628,0.781845745030967,614,-0.0190834029896574,14
"166","2233111",0.699539169533121,1704,0.725471260390144,1659,-0.025932090857023,45
"167","3233111",0.656424960719617,2941,0.696677427190364,2518,-0.040252466470747,423
"168","4233111",0.614950630019077,4556,0.654267052068554,4225,-0.0393164220494765,331
"169","1333111",0.734782871764533,1014,0.754795177697669,1014,-0.0200123059331356,0
"170","2333111",0.671559699256345,2457,0.698420693056846,2462,-0.0268609938005012,-5
"171","3333111",0.628445490442841,3986,0.669626859857066,3530,-0.0411813694142252,456
"172","4333111",0.586971159742301,5830,0.627216484735256,5550,-0.0402453249929547,280
"173","1433111",0.695846373779538,1796,0.714165673729563,1960,-0.0183192999500258,-164
"174","2433111",0.632623201271349,3820,0.65779118908874,4064,-0.0251679878173915,-244
"175","3433111",0.589508992457845,5709,0.628997355888961,5454,-0.0394883634311155,255
"176","4433111",0.548034661757305,7791,0.58658698076715,7802,-0.038552319009845,-11
"177","1143111",0.767686555179476,577,0.796751529849589,446,-0.0290649746701129,131
"178","2143111",0.704463382671287,1606,0.740377045208766,1308,-0.0359136625374785,298
"179","3143111",0.661349173857784,2778,0.711583212008986,2025,-0.0502340381512025,753
"180","4143111",0.619874843157244,4339,0.669172836887176,3557,-0.049297993729932,782
"181","1243111",0.71372877758648,1390,0.741447250903883,1282,-0.0277184733174027,108
"182","2243111",0.650505605078291,3168,0.68507276626306,2925,-0.0345671611847683,243
"183","3243111",0.607391396264788,4916,0.65627893306328,4137,-0.0488875367984923,779
"184","4243111",0.565917065564248,6890,0.61386855794147,6278,-0.0479514923772221,612
"185","1343111",0.685749307309704,2063,0.714396683570585,1950,-0.028647376260881,113
"186","2343111",0.622526134801515,4241,0.658022198929762,4053,-0.0354960641282466,188
"187","3343111",0.579411925988012,6234,0.629228365729982,5447,-0.0498164397419706,787
"188","4343111",0.537937595287472,8334,0.586817990608172,7792,-0.0488803953207003,542
"189","1443111",0.646812809324708,3308,0.673767179602479,3359,-0.0269543702777711,-51
"190","2443111",0.583589636816519,6025,0.617392694961656,6081,-0.0338030581451368,-56
"191","3443111",0.540475428003016,8210,0.588598861761877,7683,-0.0481234337588609,527
"192","4443111",0.499001097302476,10320,0.546188486640066,10102,-0.0471873893375905,218
"193","1114111",0.875824840695256,51,0.891533814708453,39,-0.0157089740131974,12
"194","2114111",0.812601668187067,235,0.83515933006763,187,-0.022557661880563,48
"195","3114111",0.769487459373563,562,0.80636549686785,367,-0.036878037494287,195
"196","4114111",0.728013128673023,1116,0.76395512174604,872,-0.0359419930730166,244
"197","1214111",0.82186706310226,189,0.836229535762747,181,-0.0143624726604873,8
"198","2214111",0.758643890594071,684,0.779855051121924,638,-0.0212111605278529,46
"199","3214111",0.715529681780567,1360,0.751061217922144,1080,-0.0355315361415769,280
"200","4214111",0.674055351080027,2390,0.708650842800334,2127,-0.0345954917203065,263
"201","1314111",0.793887592825483,349,0.809178968429449,344,-0.0152913756039655,5
"202","2314111",0.730664420317295,1083,0.752804483788626,1042,-0.0221400634713311,41
"203","3314111",0.687550211503791,2009,0.724010650588846,1699,-0.0364604390850551,310
"204","4314111",0.646075880803251,3330,0.681600275467036,3072,-0.0355243946637848,258
"205","1414111",0.754951094840487,721,0.768549464461343,791,-0.0135983696208557,-70
"206","2414111",0.691727922332299,1915,0.71217497982052,2003,-0.0204470574882214,-88
"207","3414111",0.648613713518795,3242,0.68338114662074,2991,-0.0347674331019454,251
"208","4414111",0.607139382818255,4925,0.64097077149893,4873,-0.033831388680675,52
"209","1124111",0.807845569828836,261,0.830964503051046,211,-0.0231189332222106,50
"210","2124111",0.744622397320647,858,0.774590018410223,704,-0.0299676210895762,154
"211","3124111",0.701508188507143,1666,0.745796185210444,1192,-0.0442879967033002,474
"212","4124111",0.660033857806603,2811,0.703385810088633,2301,-0.0433519522820298,510
"213","1224111",0.75388779223584,736,0.77566022410534,686,-0.0217724318695005,50
"214","2224111",0.690664619727651,1938,0.719285739464517,1822,-0.0286211197368661,116
"215","3224111",0.647550410914147,3286,0.690491906264737,2731,-0.0429414953505901,555
"216","4224111",0.606076080213607,4974,0.648081531142927,4498,-0.0420054509293197,476
"217","1324111",0.725908321959063,1162,0.748609656772042,1132,-0.0227013348129788,30
"218","2324111",0.662685149450875,2738,0.692235172131219,2661,-0.0295500226803443,77
"219","3324111",0.619570940637371,4357,0.663441338931439,3819,-0.0438703982940684,538
"220","4324111",0.578096609936831,6293,0.621030963809629,5886,-0.042934353872798,407
"221","1424111",0.686971823974067,2025,0.707980152803936,2145,-0.0210083288298689,-120
"222","2424111",0.623748651465879,4189,0.651605668163113,4335,-0.0278570166972346,-146
"223","3424111",0.580634442652375,6167,0.622811834963334,5791,-0.0421773923109586,376
"224","4424111",0.539160111951835,8268,0.580401459841523,8163,-0.0412413478896883,105
"225","1134111",0.764513047663736,615,0.792499410603017,487,-0.0279863629392814,128
"226","2134111",0.701289875155547,1669,0.736124925962194,1396,-0.034835050806647,273
"227","3134111",0.658175666342044,2885,0.707331092762415,2172,-0.049155426420371,713
"228","4134111",0.616701335641504,4473,0.664920717640604,3754,-0.0482193819991006,719
"229","1234111",0.71055527007074,1460,0.737195131657311,1369,-0.0266398615865713,91
"230","2234111",0.647332097562551,3291,0.680820647016488,3098,-0.0334885494539369,193
"231","3234111",0.604217888749048,5042,0.652026813816708,4321,-0.0478089250676609,721
"232","4234111",0.562743558048508,7024,0.609616438694898,6515,-0.0468728806463905,509
"233","1334111",0.682575799793964,2153,0.710144564324013,2079,-0.0275687645300495,74
"234","2334111",0.619352627285775,4370,0.65377007968319,4245,-0.0344174523974151,125
"235","3334111",0.576238418472271,6373,0.62497624648341,5668,-0.0487378280111391,705
"236","4334111",0.534764087771731,8474,0.5825658713616,8048,-0.0478017835898688,426
"237","1434111",0.643639301808968,3407,0.669515060355907,3537,-0.0258757585469397,-130
"238","2434111",0.580416129300779,6181,0.613140575715084,6316,-0.0327244464143054,-135
"239","3434111",0.537301920487275,8356,0.584346742515305,7926,-0.0470448220280294,430
"240","4434111",0.495827589786735,10457,0.541936367393494,10358,-0.0461087776067591,99
"241","1144111",0.715479483208907,1361,0.752100916475933,1063,-0.0366214332670268,298
"242","2144111",0.652256310700718,3113,0.69572643183511,2550,-0.0434701211343924,563
"243","3144111",0.609142101887214,4842,0.666932598635331,3653,-0.0577904967481164,1189
"244","4144111",0.567667771186674,6813,0.62452222351352,5695,-0.056854452326846,1118
"245","1244111",0.66152170561591,2773,0.696796637530227,2512,-0.0352749319143167,261
"246","2244111",0.598298533107722,5308,0.640422152889404,4896,-0.0421236197816823,412
"247","3244111",0.555184324294218,7445,0.611628319689624,6414,-0.0564439953954063,1031
"248","4244111",0.513709993593678,9580,0.569217944567814,8819,-0.055507950974136,761
"249","1344111",0.633542235339134,3794,0.669746070196929,3521,-0.036203834857795,273
"250","2344111",0.570319062830945,6676,0.613371585556106,6301,-0.0430525227251606,375
"251","3344111",0.527204854017442,8891,0.584577752356326,7913,-0.0573728983388846,978
"252","4344111",0.485730523316902,10968,0.542167377234516,10341,-0.0564368539176143,627
"253","1444111",0.594605737354138,5489,0.629116566228823,5450,-0.0345108288746852,39
"254","2444111",0.531382564845949,8661,0.572742081588,8607,-0.0413595167420509,54
"255","3444111",0.488268356032446,10843,0.543948248388221,10238,-0.0556798923557749,605
"256","4444111",0.446794025331906,12690,0.50153787326641,12420,-0.0547438479345045,270
"257","1111211",0.95415116585179,4,0.954665153345218,4,-0.000513987493428236,0
"258","2111211",0.890927993343601,32,0.898290668704395,31,-0.00736267536079382,1
"259","3111211",0.847813784530097,101,0.869496835504615,76,-0.0216830509745178,25
"260","4111211",0.806339453829558,269,0.827086460382805,233,-0.0207470065532475,36
"261","1211211",0.900193388258794,23,0.899360874399512,29,0.000832513859281847,-6
"262","2211211",0.836970215750605,134,0.842986389758689,153,-0.00601617400808374,-19
"263","3211211",0.793856006937101,350,0.814192556558909,305,-0.0203365496218078,45
"264","4211211",0.752381676236561,754,0.771782181437099,740,-0.0194005052005374,14
"265","1311211",0.872213917982018,56,0.872310307066214,74,-9.63890841964021e-05,-18
"266","2311211",0.808990745473829,254,0.815935822425391,297,-0.00694507695156199,-43
"267","3311211",0.765876536660325,596,0.787141989225611,556,-0.021265452565286,40
"268","4311211",0.724402205959785,1188,0.744731614103801,1217,-0.0203294081440156,-29
"269","1411211",0.833277419997022,149,0.831680803098108,205,0.00159661689891344,-56
"270","2411211",0.770054247488833,557,0.775306318457285,692,-0.00525207096845226,-135
"271","3411211",0.726940038675329,1140,0.746512485257505,1177,-0.0195724465821763,-37
"272","4411211",0.685465707974789,2071,0.704102110135695,2271,-0.0186364021609059,-200
"273","1121211",0.88617189498537,36,0.894095841687811,37,-0.00792394670244145,-1
"274","2121211",0.822948722477181,186,0.837721357046988,176,-0.014772634569807,10
"275","3121211",0.779834513663678,452,0.808927523847209,349,-0.0290930101835311,103
"276","4121211",0.738360182963138,953,0.766517148725398,833,-0.0281569657622607,120
"277","1221211",0.832214117392374,152,0.838791562742105,167,-0.00657744534973137,-15
"278","2221211",0.768990944884185,565,0.782417078101282,603,-0.013426133217097,-38
"279","3221211",0.725876736070681,1163,0.753623244901502,1031,-0.027746508830821,132
"280","4221211",0.684402405370141,2095,0.711212869779692,2040,-0.0268104644095506,55
"281","1321211",0.804234647115598,284,0.811740995408807,325,-0.00750634829320962,-41
"282","2321211",0.741011474607409,908,0.755366510767984,1003,-0.0143550361605752,-95
"283","3321211",0.697897265793905,1744,0.726572677568204,1626,-0.0286754117742992,118
"284","4321211",0.656422935093365,2942,0.684162302446394,2963,-0.0277393673530288,-21
"285","1421211",0.765298149130602,607,0.771111491440701,756,-0.00581334231009978,-149
"286","2421211",0.702074976622413,1655,0.714737006799878,1944,-0.0126620301774655,-289
"287","3421211",0.658960767808909,2849,0.685943173600099,2894,-0.0269824057911895,-45
"288","4421211",0.617486437108369,4442,0.643532798478288,4733,-0.0260463613699191,-291
"289","1131211",0.84283937282027,119,0.855630749239782,106,-0.0127913764195122,13
"290","2131211",0.779616200312081,457,0.799256264598959,427,-0.0196400642868778,30
"291","3131211",0.736501991498578,987,0.77046243139918,767,-0.0339604399006018,220
"292","4131211",0.695027660798038,1816,0.728052056277369,1584,-0.0330243954793314,232
"293","1231211",0.788881595227274,386,0.800326470294076,421,-0.0114448750668021,-35
"294","2231211",0.725658422719085,1168,0.743951985653253,1234,-0.0182935629341677,-66
"295","3231211",0.682544213905582,2156,0.715158152453473,1932,-0.0326139385478917,224
"296","4231211",0.641069883205042,3524,0.672747777331663,3403,-0.0316778941266214,121
"297","1331211",0.760902124950498,655,0.773275902960778,724,-0.0123737780102804,-69
"298","2331211",0.697678952442309,1749,0.716901418319955,1891,-0.019222465877646,-142
"299","3331211",0.654564743628806,3006,0.688107585120176,2808,-0.03354284149137,198
"300","4331211",0.613090412928266,4654,0.645697209998365,4621,-0.0326067970700996,33
"301","1431211",0.721965626965502,1231,0.732646398992672,1475,-0.0106807720271705,-244
"302","2431211",0.658742454457313,2859,0.676271914351849,3282,-0.0175294598945362,-423
"303","3431211",0.61562824564381,4516,0.64747808115207,4532,-0.0318498355082603,-16
"304","4431211",0.57415391494327,6472,0.60506770603026,6764,-0.0309137910869899,-292
"305","1141211",0.793805808365441,351,0.815232255112698,301,-0.0214264467472577,50
"306","2141211",0.730582635857252,1087,0.758857770471875,951,-0.0282751346146233,136
"307","3141211",0.687468427043748,2012,0.730063937272096,1528,-0.0425955102283473,484
"308","4141211",0.645994096343208,3331,0.687653562150285,2824,-0.0416594658070769,507
"309","1241211",0.739848030772445,926,0.759927976166992,935,-0.0200799453945476,-9
"310","2241211",0.676624858264256,2326,0.703553491526169,2294,-0.0269286332619132,32
"311","3241211",0.633510649450752,3795,0.674759658326389,3327,-0.0412490088756372,468
"312","4241211",0.592036318750212,5584,0.632349283204579,5295,-0.0403129644543668,289
"313","1341211",0.711868560495668,1425,0.732877408833694,1468,-0.0210088483380259,-43
"314","2341211",0.64864538798748,3239,0.676502924192871,3273,-0.0278575362053914,-34
"315","3341211",0.605531179173976,4985,0.647709090993091,4518,-0.0421779118191155,467
"316","4341211",0.564056848473436,6965,0.605298715871281,6754,-0.0412418673978451,211
"317","1441211",0.672932062510672,2417,0.692247904865588,2660,-0.019315842354916,-243
"318","2441211",0.609708890002484,4812,0.635873420224765,5128,-0.0261645302222817,-316
"319","3441211",0.56659468118898,6857,0.607079587024986,6648,-0.0404849058360057,209
"320","4441211",0.52512035048844,8996,0.564669211903175,9058,-0.0395488614147353,-62
"321","1112211",0.921066254090101,13,0.916346171816566,15,0.00472008227353493,-2
"322","2112211",0.857843081581912,80,0.859971687175743,95,-0.00212860559383066,-15
"323","3112211",0.814728872768409,224,0.831177853975963,208,-0.0164489812075547,16
"324","4112211",0.773254542067869,516,0.788767478854153,536,-0.0155129367862843,-20
"325","1212211",0.867108476497105,65,0.86104189287086,92,0.00606658362624501,-27
"326","2212211",0.803885303988916,285,0.804667408230036,385,-0.000782104241120574,-100
"327","3212211",0.760771095175412,659,0.775873575030257,681,-0.0151024798548446,-22
"328","4212211",0.719296764474872,1285,0.733463199908447,1450,-0.0141664354335742,-165
"329","1312211",0.839129006220329,126,0.833991325537562,198,0.00513768068276677,-72
"330","2312211",0.77590583371214,491,0.777616840896739,670,-0.00171100718459882,-179
"331","3312211",0.732791624898636,1046,0.748823007696959,1130,-0.0160313827983228,-84
"332","4312211",0.691317294198096,1927,0.706412632575149,2208,-0.0150953383770525,-281
"333","1412211",0.800192508235333,312,0.793361821569456,476,0.00683068666587661,-164
"334","2412211",0.736969335727144,977,0.736987336928633,1374,-1.80012014890929e-05,-397
"335","3412211",0.69385512691364,1847,0.708193503728853,2138,-0.0143383768152131,-291
"336","4412211",0.6523807962131,3108,0.665783128607043,3705,-0.0134023323939427,-597
"337","1122211",0.853086983223681,90,0.855776860159159,105,-0.00268987693547829,-15
"338","2122211",0.789863810715492,380,0.799402375518336,425,-0.00953856480284387,-45
"339","3122211",0.746749601901989,831,0.770608542318556,763,-0.0238589404165679,68
"340","4122211",0.705275271201449,1584,0.728198167196746,1581,-0.0229228959952975,3
"341","1222211",0.799129205630685,319,0.800472581213453,416,-0.0013433755827682,-97
"342","2222211",0.735906033122496,995,0.74409809657263,1229,-0.00819206345013379,-234
"343","3222211",0.692791824308992,1882,0.71530426337285,1925,-0.0225124390638578,-43
